user_id,signup_date,country,plan_type,monthly_fee,days_active_last_30,sessions_last_30,support_tickets_last_30,payments_failed_last_90,avg_session_duration,feature_usage_score,last_login_days_ago,churn
688,2024-10-25,BR,premium,42.0,9,16,1.0,0,19.21,,11,1
689,2025-03-03,BR,standard,18.17,3,11,2.0,1,30.89,6.04,22,0
690,2024-05-14,FR,basic,9.8,7,19,1.0,0,50.82,27.34,12,0
691,2023-11-09,PL,basic,10.28,5,10,3.0,0,36.43,25.83,20,0
692,2024-05-03,NL,standard,21.29,10,27,0.0,1,41.39,30.75,14,0
693,2024-01-05,DE,basic,9.47,18,23,1.0,0,,54.4,5,0
694,2023-12-23,IN,standard,17.64,12,29,1.0,0,25.63,31.06,13,0
695,2026-01-06,IN,standard,20.92,25,73,0.0,0,50.25,,4,0
696,2025-08-17,BR,basic,11.68,27,55,1.0,1,39.95,71.78,6,0
697,2024-07-05,US,basic,9.87,11,16,2.0,1,41.09,43.08,16,0
698,2024-10-28,PL,basic,10.6,6,12,3.0,0,18.74,19.07,17,1
699,2026-02-10,ES,basic,9.28,13,60,2.0,1,39.46,46.05,12,0
700,2026-01-02,IN,basic,8.72,17,33,1.0,0,43.55,41.71,4,0
701,2024-12-28,NL,premium,41.53,12,30,1.0,1,26.83,45.11,11,0
702,2024-10-05,ES,basic,10.57,16,51,3.0,0,29.63,43.9,5,0
703,2025-10-31,DE,standard,20.73,10,32,1.0,1,30.15,29.18,10,0
704,2025-10-27,IN,standard,22.24,10,25,1.0,2,26.51,35.97,10,0
705,2025-12-03,FR,basic,8.41,16,41,1.0,3,40.4,55.2,8,0
706,2024-11-19,ES,basic,9.16,17,54,1.0,0,,62.15,9,0
707,2026-03-19,US,basic,10.23,17,25,0.0,0,31.64,47.64,10,0
708,2024-11-12,FR,standard,19.14,21,73,1.0,0,51.8,88.53,15,0
709,2025-02-04,NL,basic,11.16,9,15,3.0,1,34.56,24.92,15,0
710,2025-02-13,DE,standard,19.71,15,48,2.0,1,31.04,41.6,4,0
711,2024-08-12,PL,premium,38.5,7,15,2.0,0,12.32,14.42,2,0
712,2024-12-26,FR,standard,20.09,11,25,2.0,0,42.39,33.37,13,0
713,2024-06-30,ES,premium,40.25,6,12,1.0,0,26.41,18.79,14,1
714,2024-05-30,NL,standard,21.39,8,13,0.0,0,42.58,,13,0
715,2024-01-15,DE,premium,40.58,19,63,0.0,0,36.89,55.5,11,0
716,2024-04-29,PL,standard,20.68,15,38,3.0,0,35.02,45.4,14,0
717,2024-12-30,DE,standard,20.47,28,49,0.0,0,48.25,80.87,8,0
718,2025-01-21,IN,standard,19.71,24,58,1.0,0,47.65,69.42,8,0
719,2025-09-01,IN,premium,38.92,5,15,2.0,1,51.49,23.09,19,1
720,2024-10-20,PL,basic,10.42,15,52,3.0,0,34.17,63.26,16,0
721,2025-11-24,US,standard,19.49,11,18,0.0,0,41.6,41.74,6,0
722,2024-01-05,US,standard,22.52,6,23,3.0,2,23.22,8.7,16,0
723,2024-03-20,IN,premium,42.0,5,21,2.0,1,37.53,16.16,19,0
724,2025-12-11,BR,basic,10.94,17,19,0.0,0,15.89,52.16,12,0
725,2024-05-11,FR,standard,20.56,29,77,0.0,0,62.91,,2,0
726,2025-12-14,US,standard,19.86,10,19,1.0,1,34.44,25.56,12,0
727,2024-07-06,DE,premium,38.1,14,34,1.0,0,30.24,48.59,6,0
728,2026-01-08,NL,basic,9.67,5,8,0.0,0,34.66,20.66,12,1
729,2025-01-25,US,standard,20.14,26,72,0.0,0,48.29,87.04,7,0
730,2024-08-30,FR,standard,20.33,3,7,1.0,0,14.13,0.0,16,0
731,2024-06-29,ES,premium,40.69,14,18,1.0,0,16.42,41.48,7,0
732,2025-03-26,US,premium,41.37,14,33,1.0,1,48.35,49.51,12,0
733,2024-01-14,IN,standard,18.95,10,21,0.0,0,32.55,34.16,12,0
734,2024-05-21,DE,standard,18.97,7,18,1.0,0,22.02,31.16,18,0
735,2025-09-25,NL,basic,12.17,22,27,0.0,0,36.61,52.8,11,0
736,2024-08-19,IN,premium,41.15,13,20,2.0,1,39.77,31.13,10,0
737,2024-06-28,NL,basic,9.4,6,19,1.0,1,24.97,35.65,27,0
738,2025-06-08,US,standard,19.83,17,22,1.0,0,43.65,44.26,9,0
739,2024-06-21,BR,standard,19.84,14,23,0.0,0,,44.7,19,0
740,2024-02-03,PL,basic,10.04,17,24,0.0,0,28.38,55.01,12,0
741,2024-04-14,DE,basic,10.7,19,42,2.0,0,41.88,52.69,13,0
742,2024-05-31,US,basic,13.79,2,11,0.0,0,,6.94,20,0
743,2024-09-19,US,premium,40.27,10,35,1.0,0,22.59,26.83,11,0
744,2025-08-02,ES,standard,20.98,5,9,0.0,1,24.27,17.56,20,0
745,2024-05-03,IN,basic,7.46,20,26,0.0,0,42.76,59.42,7,0
746,2025-05-13,IN,standard,19.26,1,1,1.0,2,22.91,0.0,15,1
747,2024-12-17,IN,basic,11.83,17,55,2.0,0,51.56,61.23,12,0
748,2025-06-25,BR,premium,40.59,0,0,0.0,3,18.02,0.0,22,1
749,2025-06-26,FR,basic,4.99,5,15,0.0,1,24.37,12.74,16,1
750,2025-11-08,FR,basic,11.0,11,23,1.0,1,24.29,23.53,18,0
751,2023-12-10,IN,basic,12.87,13,42,1.0,0,28.51,42.76,11,0
752,2025-11-17,US,standard,17.0,11,16,0.0,0,18.93,34.01,11,0
753,2026-01-09,NL,basic,12.27,24,36,0.0,0,46.61,63.89,9,0
754,2024-01-01,PL,standard,15.83,9,17,0.0,1,30.99,27.99,14,0
755,2024-11-28,DE,basic,11.4,11,27,1.0,1,32.35,45.76,20,0
756,2025-03-10,BR,basic,9.98,5,16,2.0,0,24.0,18.47,19,0
757,2024-06-22,US,basic,6.47,23,52,2.0,0,39.55,66.94,11,0
758,2025-04-26,ES,basic,10.66,21,35,1.0,1,42.08,54.82,11,0
759,2025-12-04,NL,premium,41.72,21,26,1.0,0,44.29,63.72,11,0
760,2024-06-29,ES,basic,10.54,8,16,0.0,0,34.03,17.22,15,0
761,2025-10-23,DE,premium,40.87,6,15,0.0,0,36.49,24.66,11,0
762,2024-11-29,US,basic,9.37,21,47,0.0,0,47.42,59.08,17,0
763,2023-12-21,US,basic,7.2,24,47,0.0,0,58.28,77.61,9,0
764,2024-01-01,US,basic,11.03,12,27,1.0,1,45.03,63.04,11,0
765,2025-05-16,US,basic,12.61,30,86,0.0,0,55.05,88.98,4,0
766,2024-05-16,US,standard,21.68,18,39,0.0,0,27.44,64.96,12,0
767,2024-10-08,ES,standard,17.01,14,23,2.0,1,38.33,32.73,16,0
768,2025-02-01,US,basic,7.72,11,26,1.0,0,27.55,25.91,6,0
769,2025-11-24,US,standard,18.72,11,32,0.0,1,26.43,38.64,16,0
770,2025-05-02,PL,standard,17.6,20,58,1.0,0,22.64,67.02,10,0
771,2024-09-04,BR,premium,40.06,15,34,0.0,0,49.09,45.55,11,0
772,2023-11-18,PL,premium,40.58,18,35,1.0,1,9.73,44.42,8,0
773,2026-03-21,IN,standard,17.84,15,33,0.0,0,46.37,46.23,12,0
774,2024-07-09,NL,standard,21.16,15,35,1.0,0,38.47,46.27,10,0
775,2024-03-19,IN,standard,20.89,17,35,0.0,0,17.96,48.53,6,0
776,2023-12-19,BR,standard,19.17,11,46,0.0,1,43.93,39.05,18,0
777,2025-03-22,IN,standard,19.73,22,36,0.0,0,44.51,,3,0
778,2025-12-12,FR,basic,7.07,2,5,5.0,0,2.95,5.43,20,1
779,2025-08-02,DE,standard,19.49,28,57,0.0,1,45.34,85.32,2,0
780,2024-03-16,FR,premium,40.0,12,12,2.0,0,,39.78,12,1
781,2024-02-21,US,basic,10.24,6,9,2.0,0,40.7,27.0,13,0
782,2024-09-17,PL,standard,20.56,6,14,2.0,3,23.32,35.78,21,0
783,2025-12-09,DE,premium,40.36,8,29,2.0,0,6.3,34.34,13,0
784,2025-12-09,US,basic,9.59,11,18,0.0,0,47.1,44.69,10,0
785,2025-02-02,DE,standard,20.42,17,17,1.0,1,36.16,46.48,6,0
786,2024-10-30,NL,premium,41.49,14,45,0.0,0,16.54,55.03,10,0
787,2026-02-25,DE,premium,39.85,3,7,1.0,0,25.71,,24,0
788,2024-08-06,IN,basic,10.47,19,32,1.0,0,41.74,44.79,6,0
789,2024-12-07,NL,basic,9.71,19,57,1.0,0,40.51,71.13,9,0
790,2026-03-15,US,standard,19.02,18,15,1.0,0,33.26,37.1,9,0
791,2026-01-01,PL,basic,10.77,22,38,1.0,0,38.43,72.31,10,0
792,2025-02-23,DE,basic,9.16,6,13,0.0,0,23.81,24.22,18,0
793,2024-07-05,US,basic,10.57,8,25,0.0,0,26.9,18.93,16,1
794,2024-04-06,IN,basic,10.03,19,120,2.0,0,181.84,46.9,11,0
795,2025-03-15,NL,standard,19.53,21,63,1.0,0,26.4,71.46,11,0
796,2025-07-12,DE,standard,19.5,18,37,2.0,0,40.44,56.69,17,1
797,2023-12-04,BR,standard,19.23,14,47,1.0,0,44.39,56.2,15,0
798,2025-02-20,DE,standard,17.52,13,12,0.0,0,32.35,30.51,9,0
799,2025-06-24,BR,basic,10.56,3,4,0.0,2,,,13,1
800,2025-03-06,IN,basic,10.34,13,16,2.0,1,39.05,30.09,9,0
801,2026-03-15,IN,basic,11.26,13,15,5.0,1,40.2,27.88,21,1
802,2025-07-06,IN,basic,9.19,15,37,2.0,0,31.09,50.97,7,0
803,2025-01-01,US,basic,12.83,15,33,0.0,0,36.74,49.59,15,0
804,2024-01-16,IN,basic,9.42,7,17,3.0,1,32.65,12.54,11,0
805,2024-06-21,IN,basic,8.68,21,56,0.0,1,53.24,70.19,11,0
806,2024-05-15,IN,basic,8.5,10,15,1.0,0,25.79,36.27,16,0
807,2024-12-06,US,standard,17.39,9,37,,2,19.65,41.25,13,1
808,2025-12-19,FR,standard,22.29,7,9,4.0,0,29.4,27.72,15,0
809,2025-04-19,FR,premium,42.05,3,10,0.0,4,13.67,6.49,17,1
810,2023-11-09,US,standard,20.89,15,40,0.0,0,25.4,65.24,5,0
811,2026-02-15,US,standard,18.65,3,7,2.0,0,17.68,5.16,16,1
812,2024-02-20,FR,basic,12.71,14,29,2.0,0,34.71,39.72,19,0
813,2024-08-07,IN,standard,19.46,21,64,0.0,0,52.8,71.7,9,0
814,2025-07-21,US,basic,9.59,0,0,0.0,2,16.23,14.32,19,1
815,2024-05-18,PL,basic,12.15,6,15,1.0,1,29.78,38.91,22,0
816,2024-03-27,BR,basic,10.98,12,37,1.0,0,33.63,48.43,9,0
817,2026-02-16,PL,basic,13.29,10,18,,1,,30.9,11,0
818,2025-12-23,FR,basic,10.36,20,56,1.0,0,34.2,67.37,9,0
819,2024-08-23,FR,standard,19.39,9,29,0.0,1,30.49,30.8,16,0
820,2023-11-07,IN,premium,39.07,11,29,1.0,0,21.61,32.03,14,0
821,2026-03-05,ES,standard,17.22,25,41,0.0,0,36.52,68.65,7,0
822,2024-08-23,FR,standard,19.57,19,43,2.0,1,37.87,70.04,7,0
823,2025-11-27,BR,standard,21.71,8,8,3.0,1,33.31,31.84,11,0
824,2024-09-06,IN,basic,10.89,21,85,0.0,0,25.33,80.03,8,0
825,2024-09-29,IN,standard,20.02,3,7,2.0,0,22.63,6.17,15,0
826,2026-01-06,US,standard,18.5,14,34,1.0,0,22.7,40.73,12,0
827,2024-08-10,BR,basic,10.33,16,50,,0,29.06,53.22,11,0
828,2024-02-04,FR,basic,11.51,26,80,0.0,0,56.78,94.62,8,0
829,2024-03-04,ES,premium,40.64,5,15,4.0,1,22.25,14.55,16,1
830,2026-02-28,FR,standard,20.24,21,38,2.0,0,56.07,69.56,7,0
831,2025-08-24,FR,basic,8.79,19,42,1.0,0,37.52,61.8,6,0
832,2025-08-28,ES,standard,21.29,0,0,0.0,0,29.35,0.0,26,0
833,2025-02-24,FR,basic,5.29,14,19,0.0,2,39.76,44.75,9,0
834,2025-11-21,US,basic,10.56,23,43,0.0,0,43.18,75.12,4,0
835,2024-03-12,US,basic,13.85,12,30,1.0,2,23.73,43.67,13,1
836,2024-05-19,US,basic,7.73,17,36,0.0,0,42.42,50.05,8,0
837,2024-04-21,US,standard,19.63,18,22,0.0,0,31.71,46.9,8,0
838,2025-10-04,FR,basic,9.98,7,13,3.0,1,27.49,32.61,18,0
839,2026-03-13,PL,standard,19.3,4,15,3.0,0,21.29,5.06,13,0
840,2024-01-23,IN,basic,11.54,19,22,3.0,0,27.47,59.49,5,0
841,2025-07-17,US,standard,20.7,17,32,2.0,0,29.81,55.35,10,0
842,2024-09-01,BR,standard,20.22,27,57,0.0,0,38.16,80.84,8,0
843,2024-01-24,US,standard,21.19,24,72,0.0,0,42.83,78.48,6,0
844,2026-02-22,ES,standard,20.02,15,24,0.0,0,23.07,37.52,11,0
845,2026-03-21,US,premium,44.76,17,38,0.0,0,33.68,55.85,11,0
846,2026-03-21,IN,standard,20.22,12,30,0.0,1,33.85,32.05,8,0
847,2025-11-09,DE,standard,20.28,8,10,2.0,0,25.9,24.02,15,0
848,2026-02-09,IN,standard,17.42,13,28,1.0,0,34.32,42.91,11,0
849,2024-04-11,FR,basic,9.17,14,29,1.0,0,25.03,51.75,16,0
850,2024-10-14,IN,basic,11.71,7,22,1.0,2,21.84,30.99,17,0
851,2023-11-24,US,basic,7.99,20,29,4.0,0,54.13,63.57,5,0
852,2024-04-27,NL,basic,6.75,16,32,6.0,0,29.83,39.55,9,0
853,2023-12-09,BR,basic,10.04,20,41,1.0,0,27.98,65.3,11,0
854,2025-08-30,IN,basic,12.05,17,48,2.0,0,36.53,62.67,6,0
855,2025-07-18,NL,standard,20.05,8,30,2.0,0,19.03,19.78,25,0
856,2024-03-17,ES,basic,9.49,17,47,1.0,0,39.58,50.91,8,0
857,2025-08-24,US,standard,17.2,14,36,0.0,0,35.85,46.9,11,0
858,2026-02-04,DE,basic,10.67,13,31,2.0,1,33.31,47.58,11,0
859,2024-08-20,DE,standard,20.98,7,13,1.0,2,32.03,,19,1
860,2024-04-28,DE,basic,7.32,5,3,2.0,2,23.24,19.09,17,1
861,2023-12-04,BR,basic,11.69,9,13,2.0,1,39.91,32.42,21,0
862,2024-01-08,ES,basic,11.14,17,28,2.0,0,11.15,27.21,3,0
863,2025-12-11,ES,standard,21.69,15,28,1.0,0,19.89,38.98,16,0
864,2024-05-23,BR,basic,10.87,15,32,0.0,1,31.35,47.29,11,0
865,2024-03-19,IN,premium,40.97,25,83,0.0,0,32.25,87.22,4,0
866,2024-07-26,NL,basic,10.77,9,22,0.0,0,20.66,33.6,11,0
867,2024-04-11,ES,standard,21.29,0,0,4.0,0,14.63,0.0,17,1
868,2024-03-26,US,basic,7.26,12,15,2.0,1,42.59,37.25,13,1
869,2025-03-02,BR,standard,17.74,8,21,3.0,1,25.9,40.07,13,0
870,2026-02-19,PL,basic,8.89,20,44,0.0,0,42.1,62.37,9,0
871,2025-02-22,DE,basic,9.8,18,43,4.0,0,39.36,54.36,13,0
872,2025-10-01,FR,basic,10.57,26,51,1.0,0,38.39,86.75,15,0
873,2025-12-17,ES,basic,10.48,24,89,1.0,0,51.98,81.84,6,0
874,2025-12-07,ES,basic,11.67,4,13,1.0,1,32.18,15.02,14,0
875,2024-07-27,NL,premium,41.71,10,28,0.0,0,25.7,54.47,10,1
876,2025-01-11,PL,basic,8.68,17,25,0.0,0,46.82,36.79,13,0
877,2024-12-11,DE,basic,10.35,23,42,0.0,0,38.13,67.59,10,0
878,2024-06-15,DE,premium,38.72,11,16,2.0,1,27.63,29.49,14,0
879,2024-12-04,BR,basic,9.71,14,55,0.0,1,38.93,52.74,15,0
880,2024-09-23,BR,basic,10.47,9,13,2.0,0,31.04,20.77,16,0
881,2026-01-10,BR,standard,14.88,19,34,1.0,0,42.9,55.91,6,0
882,2024-03-15,IN,premium,43.61,0,0,3.0,0,16.64,6.41,19,1
883,2025-02-28,FR,standard,20.84,9,21,1.0,0,41.28,33.59,7,0
884,2025-11-10,IN,basic,9.1,10,25,0.0,0,20.68,19.0,12,0
885,2024-04-17,DE,premium,42.88,14,22,0.0,0,33.33,,11,0
886,2024-06-24,DE,basic,9.47,5,11,2.0,2,38.05,,15,1
887,2026-02-07,US,premium,40.19,4,21,2.0,2,13.96,8.15,10,1
888,2025-10-09,US,premium,39.26,16,18,2.0,2,25.26,36.98,8,0
889,2026-03-12,NL,premium,42.47,15,53,1.0,1,45.59,62.51,14,0
890,2025-08-02,FR,basic,9.83,18,27,2.0,0,40.34,53.88,8,0
891,2025-12-29,US,basic,10.21,9,28,0.0,1,40.35,33.2,16,0
892,2024-07-16,IN,standard,21.8,9,27,3.0,0,20.15,34.84,15,0
893,2024-12-26,BR,standard,20.87,22,57,2.0,0,44.58,61.47,6,0
894,2023-11-24,US,standard,19.91,8,28,0.0,2,28.65,33.52,14,0
895,2024-06-12,DE,premium,41.66,22,49,0.0,0,60.15,65.17,11,0
896,2024-10-09,US,standard,23.8,6,12,1.0,0,34.78,17.15,20,0
897,2025-01-06,IN,basic,10.47,18,33,1.0,0,38.14,58.1,5,0
898,2026-02-06,DE,basic,10.17,8,9,1.0,0,29.91,11.88,17,0
899,2026-01-23,US,basic,10.25,21,48,1.0,1,43.04,59.7,7,0
900,2024-10-05,US,basic,11.96,15,21,2.0,0,44.02,42.45,10,1
901,2026-03-22,BR,basic,9.09,22,52,0.0,0,34.26,,6,0
902,2026-02-17,US,standard,19.57,10,27,0.0,0,37.11,35.49,12,0
903,2025-09-16,NL,standard,17.68,12,40,2.0,0,17.8,40.27,14,0
904,2024-02-15,US,standard,18.21,12,23,3.0,0,28.99,31.09,13,0
905,2025-02-19,IN,basic,9.21,3,7,4.0,1,16.5,12.18,23,1
906,2024-07-16,FR,standard,19.91,4,10,2.0,0,25.3,16.09,13,0
907,2025-04-01,FR,standard,22.64,14,33,2.0,1,40.82,50.87,14,0
908,2025-10-26,US,premium,40.79,7,20,0.0,0,15.36,16.35,17,0
909,2025-05-07,PL,standard,18.62,8,7,2.0,1,29.95,33.19,10,0
910,2026-01-05,NL,standard,18.9,6,6,0.0,1,17.05,19.38,14,0
911,2024-05-24,US,standard,22.05,10,30,0.0,0,27.03,35.78,9,0
912,2025-10-17,US,basic,11.68,17,41,1.0,0,23.67,53.74,12,0
913,2025-05-02,NL,premium,40.03,6,18,0.0,0,28.48,27.52,15,0
914,2023-11-24,BR,basic,9.33,15,55,1.0,1,,55.83,11,0
915,2024-10-26,US,basic,11.68,7,25,2.0,0,29.75,12.58,21,1
916,2025-02-20,US,basic,8.5,4,11,0.0,0,36.82,25.32,21,1
917,2024-12-08,IN,standard,20.58,17,45,1.0,0,37.69,54.62,9,0
918,2024-05-12,IN,standard,23.4,26,79,0.0,0,52.0,79.15,8,0
919,2025-08-16,BR,standard,20.3,15,25,0.0,0,,63.27,9,0
920,2024-09-18,ES,basic,8.83,18,22,0.0,1,33.68,60.03,11,0
921,2024-02-25,FR,basic,10.61,3,4,0.0,1,32.55,5.77,13,0
922,2024-11-13,DE,premium,39.28,11,21,1.0,0,28.98,37.51,13,0
923,2025-03-02,FR,basic,7.9,4,15,0.0,0,16.79,16.51,21,0
924,2025-11-19,DE,premium,41.04,13,43,3.0,0,31.59,35.96,18,0
925,2025-08-21,US,basic,11.67,4,11,3.0,2,19.63,5.96,12,1
926,2023-12-23,US,standard,19.52,10,23,1.0,0,16.13,30.34,12,0
927,2024-12-10,DE,standard,19.42,10,20,2.0,0,21.63,28.52,15,1
928,2025-07-06,IN,standard,18.55,10,34,0.0,0,48.1,42.77,11,0
929,2025-03-27,US,basic,9.77,21,51,2.0,0,38.61,63.92,10,0
930,2024-11-08,FR,premium,39.15,4,8,1.0,0,37.83,17.83,16,0
931,2024-12-13,IN,standard,18.47,21,34,1.0,0,40.19,76.88,5,0
932,2024-07-25,IN,standard,22.83,20,46,0.0,1,37.69,67.59,11,0
933,2025-08-13,PL,standard,20.69,21,57,0.0,0,33.38,82.97,7,0
934,2024-09-07,PL,basic,10.85,25,64,1.0,1,52.83,83.78,4,0
935,2025-03-05,IN,standard,21.32,10,23,0.0,0,35.09,43.98,10,0
936,2023-12-28,US,basic,11.15,7,14,1.0,0,28.25,41.24,15,0
937,2025-11-08,FR,basic,9.37,10,21,1.0,1,17.43,12.34,12,0
938,2025-11-16,IN,standard,20.4,17,39,0.0,0,48.74,58.3,7,0
939,2025-02-17,DE,standard,19.59,13,32,1.0,0,31.72,41.06,9,0
940,2025-01-07,US,basic,10.65,26,61,1.0,0,46.72,83.15,3,0
941,2024-08-01,US,basic,10.5,8,16,3.0,1,22.24,22.1,17,0
942,2025-04-08,FR,basic,9.42,12,16,0.0,1,30.37,34.62,15,0
943,2024-01-21,FR,basic,8.0,8,23,2.0,0,34.31,23.53,19,1
944,2025-02-06,US,standard,20.21,12,19,0.0,0,22.5,39.42,16,0
945,2025-12-03,PL,basic,9.68,25,70,0.0,0,46.18,85.5,9,0
946,2025-12-12,ES,premium,37.15,7,17,0.0,1,33.53,19.08,20,0
947,2023-11-30,US,basic,10.75,8,15,0.0,0,28.45,,16,0
948,2025-11-29,ES,basic,11.44,14,25,0.0,0,41.23,36.5,14,0
949,2023-12-22,US,premium,43.78,15,18,0.0,0,47.02,39.17,9,0
950,2025-07-27,ES,basic,9.4,10,12,,0,36.8,27.77,14,0
951,2026-01-03,ES,basic,9.18,11,33,0.0,0,32.03,46.57,15,0
952,2025-07-03,US,premium,38.33,9,36,2.0,0,29.96,42.04,16,1
953,2024-10-07,PL,premium,40.3,19,24,,0,43.85,50.16,9,0
954,2025-03-18,ES,standard,20.29,0,0,0.0,0,,7.03,17,0
955,2024-05-11,NL,basic,8.77,2,1,1.0,0,15.95,12.11,15,1
956,2024-10-10,ES,standard,19.73,10,32,1.0,0,,26.25,15,0
957,2025-04-11,BR,premium,37.02,11,18,1.0,0,54.16,45.18,12,0
958,2024-09-19,US,premium,41.38,0,0,1.0,1,22.14,6.38,12,1
959,2023-12-01,NL,basic,8.83,18,68,0.0,0,48.97,69.41,16,0
960,2025-04-01,IN,basic,9.94,19,68,0.0,0,34.23,65.93,11,0
961,2025-11-12,IN,basic,7.85,6,19,0.0,0,37.46,21.33,8,0
962,2025-04-04,FR,basic,9.12,16,25,1.0,1,32.65,56.46,10,1
963,2024-03-25,BR,standard,19.57,8,13,3.0,0,26.55,21.76,15,1
964,2025-09-17,US,basic,9.97,16,24,1.0,0,22.13,54.16,9,0
965,2023-12-21,IN,basic,10.71,3,1,3.0,0,31.65,11.61,22,1
966,2024-10-30,US,basic,12.15,7,13,1.0,2,36.87,16.89,11,1
967,2024-10-18,IN,standard,21.09,6,10,0.0,0,15.65,17.57,18,0
968,2025-06-23,NL,basic,11.43,15,47,1.0,0,42.33,45.52,8,0
969,2024-01-15,FR,basic,12.16,7,3,0.0,0,15.86,11.42,12,1
970,2026-02-22,BR,basic,10.84,16,33,0.0,0,41.56,52.52,6,0
971,2025-07-09,DE,premium,39.93,11,9,1.0,0,35.02,44.55,13,0
972,2025-03-26,ES,basic,11.5,21,42,0.0,0,56.4,74.8,13,0
973,2025-02-03,IN,standard,21.6,8,8,0.0,0,31.33,34.55,17,0
974,2025-02-06,DE,basic,10.96,15,42,1.0,0,47.4,61.42,10,0
975,2025-11-17,US,basic,7.81,23,25,1.0,0,51.88,59.19,5,0
976,2025-09-10,US,basic,8.73,6,7,0.0,1,20.04,11.46,8,1
977,2026-01-02,FR,basic,9.58,8,21,0.0,1,29.41,34.33,11,0
978,2024-11-12,ES,basic,11.16,21,50,0.0,0,33.46,69.23,10,0
979,2025-05-24,IN,standard,19.96,11,22,1.0,0,34.98,43.46,11,0
980,2024-11-18,US,standard,21.7,7,13,1.0,0,,21.78,14,0
981,2024-10-28,NL,basic,11.96,6,18,0.0,2,28.81,13.62,25,1
982,2024-07-23,DE,basic,11.79,12,25,0.0,0,23.63,41.04,14,0
983,2024-12-05,NL,standard,21.8,2,2,1.0,0,36.71,0.0,12,1
984,2024-09-08,DE,basic,8.43,15,8,1.0,1,43.7,,12,0
985,2024-10-31,IN,basic,10.71,15,27,0.0,1,42.54,,10,0
986,2024-09-04,ES,basic,9.08,15,22,1.0,0,35.5,36.08,9,0
987,2024-10-05,DE,basic,7.52,17,47,0.0,0,38.06,54.11,9,0
988,2025-06-23,IN,basic,9.56,1,4,1.0,1,8.63,20.8,16,0
989,2025-08-23,ES,premium,41.98,19,32,1.0,0,46.75,48.45,11,0
990,2024-05-09,US,premium,40.68,9,25,0.0,0,11.33,20.77,14,1
991,2025-05-31,US,premium,43.02,19,48,0.0,0,49.01,,13,0
992,2024-12-03,IN,basic,10.26,9,15,1.0,0,33.31,,9,0
993,2025-10-05,DE,basic,13.66,13,46,2.0,1,41.14,46.58,13,0
994,2025-03-15,US,basic,10.26,22,29,0.0,1,46.72,70.9,8,0
995,2024-12-20,FR,basic,10.02,1,5,2.0,2,29.27,8.25,16,1
996,2024-09-27,IN,basic,8.07,5,6,0.0,1,22.57,12.96,17,1
997,2024-12-23,DE,basic,11.66,6,17,0.0,1,,25.84,22,1
998,2025-05-16,DE,basic,9.24,1,2,1.0,0,24.89,10.68,21,1
999,2023-12-10,NL,basic,9.02,6,18,3.0,0,43.25,23.51,18,1
1000,2025-01-03,BR,basic,11.91,1,1,3.0,2,25.06,8.26,16,0
1001,2024-04-21,NL,standard,21.73,6,11,5.0,2,13.78,8.2,17,1
1002,2024-06-23,FR,basic,11.69,23,49,0.0,0,36.09,72.56,11,0
1003,2024-11-25,ES,premium,39.45,8,15,2.0,0,29.57,21.16,13,0
1004,2024-02-13,IN,basic,9.91,15,37,0.0,0,48.17,44.72,17,0
1005,2025-12-04,US,standard,19.9,27,76,1.0,0,40.52,81.82,8,0
1006,2024-01-14,NL,basic,11.16,16,34,2.0,0,50.3,50.33,9,0
1007,2024-03-16,FR,standard,22.32,7,13,2.0,2,23.51,11.15,15,1
1008,2025-01-11,US,basic,10.54,21,40,0.0,1,40.48,59.67,11,0
1009,2024-06-25,US,basic,12.95,9,15,2.0,1,14.45,26.86,15,1
1010,2024-12-28,IN,standard,21.34,8,26,5.0,2,38.53,30.51,13,1
1011,2025-08-04,US,basic,9.64,23,35,2.0,0,42.14,65.17,7,0
1012,2024-04-29,DE,basic,11.23,3,10,0.0,0,17.9,13.22,13,0
1013,2025-08-24,US,premium,42.55,15,19,1.0,3,30.56,32.33,12,0
1014,2025-06-25,FR,basic,12.99,13,36,2.0,1,41.38,35.67,13,0
1015,2024-12-29,FR,standard,21.77,18,26,0.0,1,36.02,37.55,4,0
1016,2024-03-27,BR,standard,20.03,14,40,0.0,1,19.61,35.06,19,0
1017,2025-04-25,DE,basic,9.66,24,25,1.0,1,36.96,55.08,7,0
1018,2025-01-20,US,basic,10.85,15,37,2.0,0,45.83,47.38,13,0
1019,2026-02-17,IN,basic,12.5,18,29,3.0,0,35.57,59.04,5,0
1020,2025-12-15,DE,standard,20.64,1,2,2.0,1,26.1,13.78,15,0
1021,2026-02-05,IN,basic,10.67,0,0,3.0,1,25.31,0.0,21,1
1022,2026-01-22,US,basic,10.07,14,38,1.0,0,11.31,47.96,15,0
1023,2024-02-29,US,basic,9.5,15,21,2.0,3,44.12,47.65,8,0
1024,2024-03-23,DE,premium,39.75,1,1,4.0,1,15.1,11.04,15,0
1025,2024-04-09,FR,standard,20.19,12,22,1.0,1,36.23,43.37,13,0
1026,2026-02-05,FR,premium,42.57,16,23,1.0,0,52.19,49.45,10,0
1027,2026-01-17,PL,standard,19.63,7,19,1.0,0,39.04,25.23,8,0
1028,2025-07-24,DE,standard,20.07,20,47,0.0,1,44.62,51.84,14,0
1029,2024-11-19,BR,standard,18.69,19,56,1.0,0,47.96,69.07,10,0
1030,2025-06-08,BR,premium,41.06,10,24,0.0,0,36.48,37.06,8,0
